iccs,leg_stat,sex,unit,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
ICCS0101,PER_CNV,T,P_HTHAB,RO	3.98 	4.55 	4.20 	4.37 	4.14 	3.99 	4.60 	4.11 	3.75 	3.46 
ICCS0101,PER_CNV,T,P_HTHAB,RS	1.36 	1.48 	1.27 	1.94 	1.74 	1.66 	1.83 	1.90 	1.45 	1.62 
ICCS0101,PER_CNV,T,P_HTHAB,SE	1.43 	1.71 	1.60 	1.41 	1.53 	1.37 	1.42 	1.78 	1.62 	1.62 
ICCS0101,PER_CNV,T,P_HTHAB,SI	: 	1.07 	1.07 	1.80 	1.89 	1.17 	1.37 	0.88 	1.13 	1.49 
ICCS0101,PER_CNV,T,P_HTHAB,SK	0.57 	0.59 	0.52 	0.85 	0.76 	0.81 	0.80 	1.11 	0.85 	0.93 
ICCS0101,PER_CNV,T,P_HTHAB,TR	: 	7.44 	8.42 	8.32 	9.56 	23.82 	20.64 	21.87 	20.96 	: 
ICCS0101,PER_CNV,T,P_HTHAB,UKC-L	: 	0.51 	0.46 	0.61 	0.57 	0.63 	0.61 	0.62 	0.68 	0.80 
ICCS0101,PER_CNV,T,P_HTHAB,UKM	0.55 	0.54 	0.50 	0.58 	0.88 	0.90 	1.00 	0.93 	1.00 	1.16 
ICCS0101,PER_CNV,T,P_HTHAB,UKN	: 	0.43 	0.27 	0.38 	0.71 	0.49 	0.72 	0.83 	0.90 	0.56 
ICCS0101,PER_CNV,T,P_HTHAB,XK	: 	3.78 	: 	: 	: 	: 	5.02 	3.44 	3.53 	2.60 
ICCS0101,PER_PRSC,F,NR,AL	1 	2 	4 	9 	7 	6 	6 	5 	4 	2 
ICCS0101,PER_PRSC,F,NR,AT	128 	93 	72 	64 	71 	93 	99 	108 	94 	60 
ICCS0101,PER_PRSC,F,NR,BA	9 	9 	12 	19 	13 	8 	10 	: 	: 	: 
ICCS0101,PER_PRSC,F,NR,BE	: 	: 	83 	55 	85 	71 	78 	51 	58 	63 
ICCS0101,PER_PRSC,F,NR,BG	: 	: 	: 	: 	10 	8 	9 	10 	: 	: 
ICCS0101,PER_PRSC,F,NR,CY	3 	0 	2 	0 	0 	1 	0 	2 	0 	1 
ICCS0101,PER_PRSC,F,NR,CZ	20 	25 	26 	24 	26 	25 	19 	33 	23 	19 
ICCS0101,PER_PRSC,F,NR,DE	: 	: 	73 	73 	54 	71 	71 	81 	: 	: 
ICCS0101,PER_PRSC,F,NR,DK	4 	4 	6 	5 	6 	4 	2 	2 	6 	: 
ICCS0101,PER_PRSC,F,NR,FI	4 	7 	8 	7 	14 	7 	14 	10 	14 	8 
ICCS0101,PER_PRSC,F,NR,FR	238 	209 	234 	194 	186 	189 	242 	: 	: 	: 
ICCS0101,PER_PRSC,F,NR,HR	14 	16 	: 	1 	0 	0 	0 	0 	0 	1 
ICCS0101,PER_PRSC,F,NR,HU	27 	23 	29 	38 	46 	33 	40 	44 	32 	26 
ICCS0101,PER_PRSC,F,NR,IS	0 	0 	1 	0 	0 	0 	: 	: 	: 	: 
ICCS0101,PER_PRSC,F,NR,IT	: 	72 	87 	109 	93 	68 	65 	60 	96 	49 
ICCS0101,PER_PRSC,F,NR,LI	0 	0 	0 	0 	: 	0 	0 	1 	: 	: 
ICCS0101,PER_PRSC,F,NR,LT	26 	16 	12 	18 	20 	18 	23 	28 	20 	28 
ICCS0101,PER_PRSC,F,NR,LU	: 	0 	: 	: 	: 	: 	0 	4 	3 	3 
ICCS0101,PER_PRSC,F,NR,LV	8 	1 	10 	8 	10 	9 	2 	20 	9 	: 
ICCS0101,PER_PRSC,F,NR,ME	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 
ICCS0101,PER_PRSC,F,NR,MK	: 	: 	: 	2 	1 	7 	4 	3 	3 	5 
ICCS0101,PER_PRSC,F,NR,MT	0 	0 	0 	0 	0 	0 	1 	: 	0 	: 
ICCS0101,PER_PRSC,F,NR,NL	140 	143 	137 	146 	182 	: 	: 	: 	: 	: 
ICCS0101,PER_PRSC,F,NR,NO	1 	3 	2 	4 	5 	3 	2 	3 	0 	4 
ICCS0101,PER_PRSC,F,NR,PL	: 	: 	: 	: 	: 	: 	80 	: 	: 	: 
ICCS0101,PER_PRSC,F,NR,PT	11 	7 	14 	17 	21 	14 	18 	9 	13 	12 
ICCS0101,PER_PRSC,F,NR,RO	24 	: 	31 	34 	26 	19 	20 	32 	29 	40 
ICCS0101,PER_PRSC,F,NR,RS	28 	20 	26 	25 	64 	: 	: 	: 	: 	: 
ICCS0101,PER_PRSC,F,NR,SE	8 	19 	2 	7 	8 	11 	9 	12 	6 	9 
ICCS0101,PER_PRSC,F,NR,SI	: 	0 	3 	3 	: 	: 	: 	: 	: 	: 
ICCS0101,PER_PRSC,F,NR,SK	7 	3 	3 	6 	6 	13 	7 	9 	: 	: 
ICCS0101,PER_PRSC,F,NR,TR	: 	4587 	4974 	5113 	5689 	1460 	1404 	1285 	1291 	: 
ICCS0101,PER_PRSC,F,NR,UKC-L	: 	46 	51 	49 	51 	46 	59 	57 	52 	55 
ICCS0101,PER_PRSC,F,NR,UKM	3 	7 	2 	1 	7 	3 	10 	9 	7 	6 
ICCS0101,PER_PRSC,F,NR,UKN	: 	1 	0 	1 	1 	1 	2 	6 	: 	: 
ICCS0101,PER_PRSC,F,P_HTHAB,AL	0.07 	0.14 	0.28 	63 	: 	: 	0.43 	: 	0.25 	0.13 
ICCS0101,PER_PRSC,F,P_HTHAB,AT	2.87 	2.10 	1.64 	1.47 	1.64 	2.16 	2.30 	2.52 	2.20 	1.41 
ICCS0101,PER_PRSC,F,P_HTHAB,BA	: 	: 	: 	: 	: 	0.41 	0.51 	: 	: 	: 
ICCS0101,PER_PRSC,F,P_HTHAB,BE	: 	: 	1.45 	0.97 	1.50 	1.26 	1.39 	0.92 	1.06 	1.16 
ICCS0101,PER_PRSC,F,P_HTHAB,BG	: 	: 	: 	: 	0.27 	0.21 	0.24 	0.26 	: 	: 
ICCS0101,PER_PRSC,F,P_HTHAB,CY	0.68 	0.00 	0.46 	0.00 	0.00 	0.23 	0.00 	0.48 	0.00 	0.25 
ICCS0101,PER_PRSC,F,P_HTHAB,CZ	0.37 	0.47 	0.48 	0.45 	0.49 	0.47 	0.36 	0.62 	0.43 	0.36 
ICCS0101,PER_PRSC,F,P_HTHAB,DE	: 	: 	0.18 	0.18 	0.13 	0.17 	0.17 	0.19 	: 	: 
ICCS0101,PER_PRSC,F,P_HTHAB,DK	0.14 	0.14 	0.21 	0.18 	0.21 	0.14 	0.07 	0.07 	0.22 	: 
ICCS0101,PER_PRSC,F,P_HTHAB,FI	0.14 	0.25 	0.29 	0.25 	0.51 	0.25 	0.51 	0.37 	0.52 	0.30 
ICCS0101,PER_PRSC,F,P_HTHAB,FR	0.69 	0.61 	0.68 	0.57 	0.55 	0.56 	0.72 	: 	: 	: 
ICCS0101,PER_PRSC,F,P_HTHAB,HR	0.65 	0.74 	: 	0.05 	0.00 	0.00 	0.00 	0.00 	0.00 	0.04 
ICCS0101,PER_PRSC,F,P_HTHAB,HU	0.53 	0.45 	0.56 	0.73 	0.89 	0.63 	0.76 	0.84 	0.61 	0.49 
ICCS0101,PER_PRSC,F,P_HTHAB,IS	0.00 	0.00 	0.61 	0.00 	0.00 	0.00 	: 	: 	: 	: 
ICCS0101,PER_PRSC,F,P_HTHAB,IT	: 	0.23 	0.28 	0.35 	0.30 	0.22 	0.21 	0.20 	0.32 	0.16 
ICCS0101,PER_PRSC,F,P_HTHAB,LI	0.00 	0.00 	0.00 	0.00 	: 	0.00 	0.00 	5.52 	: 	: 
ICCS0101,PER_PRSC,F,P_HTHAB,LT	1.69 	1.03 	0.76 	1.13 	1.25 	1.11 	1.40 	1.66 	1.17 	1.62 
ICCS0101,PER_PRSC,F,P_HTHAB,LU	: 	0.00 	: 	: 	: 	: 	0.00 	1.58 	1.21 	1.23 
ICCS0101,PER_PRSC,F,P_HTHAB,LV	0.76 	0.09 	0.93 	0.74 	0.91 	0.81 	0.18 	1.74 	0.77 	: 
ICCS0101,PER_PRSC,F,P_HTHAB,ME	: 	: 	: 	: 	0.32 	: 	: 	: 	: 	: 
ICCS0101,PER_PRSC,F,P_HTHAB,MK	: 	: 	: 	0.19 	0.10 	0.68 	0.39 	0.29 	0.29 	0.49 
ICCS0101,PER_PRSC,F,P_HTHAB,MT	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.48 	: 	0.00 	: 
ICCS0101,PER_PRSC,F,P_HTHAB,NL	1.63 	1.67 	1.61 	1.72 	2.15 	: 	: 	: 	: 	: 
ICCS0101,PER_PRSC,F,P_HTHAB,NO	0.04 	0.12 	0.08 	0.16 	0.20 	0.12 	0.08 	0.12 	0.00 	0.17 
ICCS0101,PER_PRSC,F,P_HTHAB,PL	: 	: 	: 	: 	: 	: 	0.41 	: 	: 	: 
ICCS0101,PER_PRSC,F,P_HTHAB,PT	0.20 	0.13 	0.26 	0.31 	0.38 	0.25 	0.33 	0.16 	0.24 	0.22 
ICCS0101,PER_PRSC,F,P_HTHAB,RO	0.24 	: 	0.31 	0.33 	0.25 	0.18 	0.18 	0.29 	0.28 	0.38 
ICCS0101,PER_PRSC,F,P_HTHAB,RS	0.78 	0.55 	0.71 	0.68 	1.74 	: 	: 	: 	: 	: 
ICCS0101,PER_PRSC,F,P_HTHAB,SE	0.16 	0.39 	0.04 	0.14 	0.17 	0.23 	0.19 	0.26 	0.13 	0.19 
ICCS0101,PER_PRSC,F,P_HTHAB,SI	: 	0.00 	0.29 	0.29 	: 	: 	: 	: 	: 	: 
ICCS0101,PER_PRSC,F,P_HTHAB,SK	0.25 	0.11 	0.11 	0.22 	0.22 	0.47 	0.25 	0.33 	: 	: 
ICCS0101,PER_PRSC,F,P_HTHAB,TR	: 	11.69 	12.85 	13.39 	15.10 	3.93 	3.83 	3.56 	3.62 	: 
ICCS0101,PER_PRSC,F,P_HTHAB,UKC-L	: 	0.16 	0.17 	0.17 	0.18 	0.16 	0.21 	0.20 	0.19 	0.20 
ICCS0101,PER_PRSC,F,P_HTHAB,UKM	0.11 	0.25 	0.07 	0.04 	0.26 	0.11 	0.37 	0.33 	0.26 	0.22 
ICCS0101,PER_PRSC,F,P_HTHAB,UKN	: 	0.11 	0.00 	0.11 	0.11 	0.11 	0.22 	0.65 	: 	: 
ICCS0101,PER_PRSC,M,NR,AL	97 	190 	161 	191 	203 	148 	152 	125 	155 	152 
ICCS0101,PER_PRSC,M,NR,AT	487 	497 	322 	302 	345 	366 	351 	370 	412 	270 
ICCS0101,PER_PRSC,M,NR,BA	86 	82 	88 	108 	84 	89 	102 	: 	: 	: 
ICCS0101,PER_PRSC,M,NR,BE	: 	: 	315 	471 	352 	336 	315 	260 	322 	326 
ICCS0101,PER_PRSC,M,NR,BG	: 	: 	: 	: 	95 	136 	115 	137 	: 	: 
ICCS0101,PER_PRSC,M,NR,CY	17 	6 	3 	9 	23 	11 	7 	23 	7 	3 
ICCS0101,PER_PRSC,M,NR,CZ	109 	140 	130 	143 	148 	161 	165 	156 	154 	158 
ICCS0101,PER_PRSC,M,NR,DE	: 	: 	648 	648 	605 	634 	626 	693 	: 	: 
ICCS0101,PER_PRSC,M,NR,DK	32 	27 	34 	25 	23 	37 	25 	35 	59 	: 
ICCS0101,PER_PRSC,M,NR,FI	48 	50 	49 	70 	56 	64 	75 	69 	60 	91 
ICCS0101,PER_PRSC,M,NR,FR	2532 	2262 	2106 	1883 	1826 	1854 	1814 	: 	: 	: 
ICCS0101,PER_PRSC,M,NR,HR	112 	102 	: 	1 	0 	2 	1 	1 	0 	3 
ICCS0101,PER_PRSC,M,NR,HU	132 	155 	154 	186 	222 	193 	238 	202 	246 	119 
ICCS0101,PER_PRSC,M,NR,IS	2 	1 	2 	1 	1 	1 	: 	: 	: 	1 
ICCS0101,PER_PRSC,M,NR,IT	: 	1401 	1437 	1625 	1404 	1354 	1611 	1653 	1701 	845 
ICCS0101,PER_PRSC,M,NR,LI	1 	0 	0 	0 	: 	0 	0 	1 	: 	: 
ICCS0101,PER_PRSC,M,NR,LT	168 	132 	118 	166 	160 	171 	203 	233 	248 	235 
ICCS0101,PER_PRSC,M,NR,LU	: 	2 	: 	: 	: 	: 	5 	7 	3 	10 
ICCS0101,PER_PRSC,M,NR,LV	94 	48 	78 	59 	72 	45 	32 	101 	93 	: 
ICCS0101,PER_PRSC,M,NR,ME	: 	: 	: 	: 	10 	: 	: 	: 	: 	: 
ICCS0101,PER_PRSC,M,NR,MK	: 	: 	: 	62 	64 	72 	67 	68 	78 	104 
ICCS0101,PER_PRSC,M,NR,MT	10 	4 	0 	5 	5 	5 	0 	: 	4 	: 
ICCS0101,PER_PRSC,M,NR,NL	1291 	1365 	1309 	1557 	1686 	: 	: 	: 	: 	: 
ICCS0101,PER_PRSC,M,NR,NO	26 	28 	28 	21 	21 	21 	28 	40 	18 	21 
ICCS0101,PER_PRSC,M,NR,PL	: 	: 	: 	: 	: 	: 	569 	: 	: 	: 
ICCS0101,PER_PRSC,M,NR,PT	79 	116 	138 	125 	143 	163 	161 	149 	195 	180 
ICCS0101,PER_PRSC,M,NR,RO	274 	: 	367 	350 	304 	269 	285 	393 	371 	373 
ICCS0101,PER_PRSC,M,NR,RS	212 	294 	262 	297 	317 	: 	: 	: 	: 	: 
ICCS0101,PER_PRSC,M,NR,SE	84 	101 	82 	88 	54 	57 	83 	77 	98 	83 
ICCS0101,PER_PRSC,M,NR,SI	: 	27 	29 	32 	: 	: 	: 	: 	: 	: 
ICCS0101,PER_PRSC,M,NR,SK	35 	50 	86 	82 	74 	88 	86 	80 	: 	: 
ICCS0101,PER_PRSC,M,NR,TR	: 	25133 	21707 	23225 	21599 	15169 	15048 	12778 	13247 	: 
ICCS0101,PER_PRSC,M,NR,UKC-L	: 	480 	477 	442 	494 	494 	562 	562 	599 	649 
ICCS0101,PER_PRSC,M,NR,UKM	41 	36 	34 	45 	50 	64 	58 	53 	55 	67 
ICCS0101,PER_PRSC,M,NR,UKN	: 	10 	7 	9 	30 	25 	20 	29 	: 	: 
ICCS0101,PER_PRSC,M,P_HTHAB,AL	6.67 	13.03 	11.02 	13.08 	: 	: 	10.69 	: 	9.78 	9.57 
ICCS0101,PER_PRSC,M,P_HTHAB,AT	11.29 	11.63 	7.68 	7.27 	8.37 	8.93 	8.61 	9.10 	10.16 	6.68 
ICCS0101,PER_PRSC,M,P_HTHAB,BA	: 	: 	: 	: 	: 	4.75 	5.43 	: 	: 	: 
ICCS0101,PER_PRSC,M,P_HTHAB,BE	: 	: 	5.70 	8.57 	6.41 	6.16 	5.83 	4.89 	6.11 	6.24 
ICCS0101,PER_PRSC,M,P_HTHAB,BG	: 	: 	: 	: 	2.68 	3.81 	3.20 	3.79 	: 	: 
ICCS0101,PER_PRSC,M,P_HTHAB,CY	4.08 	1.45 	0.73 	2.16 	5.46 	2.63 	1.71 	5.76 	1.80 	0.79 
ICCS0101,PER_PRSC,M,P_HTHAB,CZ	2.10 	2.70 	2.51 	2.77 	2.87 	3.12 	3.21 	3.04 	3.01 	3.12 
ICCS0101,PER_PRSC,M,P_HTHAB,DE	: 	: 	1.63 	1.64 	1.54 	1.62 	1.60 	1.73 	: 	: 
ICCS0101,PER_PRSC,M,P_HTHAB,DK	1.12 	0.95 	1.21 	0.90 	0.83 	1.34 	0.91 	1.28 	2.16 	: 
ICCS0101,PER_PRSC,M,P_HTHAB,FI	1.77 	1.85 	1.82 	2.61 	2.10 	2.41 	2.84 	2.63 	2.30 	3.50 
ICCS0101,PER_PRSC,M,P_HTHAB,FR	7.83 	7.01 	6.55 	5.88 	5.75 	5.87 	5.77 	: 	: 	: 
ICCS0101,PER_PRSC,M,P_HTHAB,HR	5.59 	5.04 	: 	0.05 	0.00 	0.10 	0.05 	0.05 	0.00 	0.14 
ICCS0101,PER_PRSC,M,P_HTHAB,HU	2.82 	3.31 	3.28 	3.95 	4.71 	4.08 	5.02 	4.25 	5.16 	2.49 
ICCS0101,PER_PRSC,M,P_HTHAB,IS	1.17 	0.60 	1.21 	0.61 	0.62 	0.62 	: 	: 	: 	0.62 
ICCS0101,PER_PRSC,M,P_HTHAB,IT	: 	4.76 	4.87 	5.51 	4.86 	4.71 	5.61 	5.77 	5.95 	2.97 
ICCS0101,PER_PRSC,M,P_HTHAB,LI	5.33 	0.00 	0.00 	0.00 	: 	0.00 	0.00 	5.63 	: 	: 
ICCS0101,PER_PRSC,M,P_HTHAB,LT	12.80 	9.93 	8.77 	12.24 	11.69 	12.36 	14.43 	16.07 	16.83 	15.80 
ICCS0101,PER_PRSC,M,P_HTHAB,LU	: 	0.69 	: 	: 	: 	: 	1.96 	2.81 	1.23 	4.17 
ICCS0101,PER_PRSC,M,P_HTHAB,LV	10.49 	5.31 	8.56 	6.43 	7.77 	4.81 	3.38 	10.40 	9.37 	: 
ICCS0101,PER_PRSC,M,P_HTHAB,ME	: 	: 	: 	: 	3.26 	: 	: 	: 	: 	: 
ICCS0101,PER_PRSC,M,P_HTHAB,MK	: 	: 	: 	5.99 	6.19 	6.98 	6.50 	6.61 	7.60 	10.14 
ICCS0101,PER_PRSC,M,P_HTHAB,MT	4.32 	1.77 	0.00 	2.33 	2.38 	2.41 	0.00 	: 	1.95 	: 
ICCS0101,PER_PRSC,M,P_HTHAB,NL	15.23 	16.22 	15.63 	18.68 	20.30 	: 	: 	: 	: 	: 
ICCS0101,PER_PRSC,M,P_HTHAB,NO	0.98 	1.07 	1.08 	0.82 	0.83 	0.84 	1.14 	1.65 	0.75 	0.89 
ICCS0101,PER_PRSC,M,P_HTHAB,PL	: 	: 	: 	: 	: 	: 	3.09 	: 	: 	: 
ICCS0101,PER_PRSC,M,P_HTHAB,PT	1.62 	2.37 	2.80 	2.52 	2.86 	3.24 	3.19 	2.94 	3.85 	3.55 
ICCS0101,PER_PRSC,M,P_HTHAB,RO	2.85 	: 	3.78 	3.59 	3.11 	2.75 	2.73 	3.76 	3.73 	3.71 
ICCS0101,PER_PRSC,M,P_HTHAB,RS	6.18 	8.53 	7.56 	8.53 	9.06 	: 	: 	: 	: 	: 
ICCS0101,PER_PRSC,M,P_HTHAB,SE	1.68 	2.05 	1.68 	1.83 	1.13 	1.21 	1.77 	1.66 	2.13 	1.82 
ICCS0101,PER_PRSC,M,P_HTHAB,SI	: 	2.64 	2.84 	3.13 	: 	: 	: 	: 	: 	: 
ICCS0101,PER_PRSC,M,P_HTHAB,SK	1.32 	1.89 	3.25 	3.11 	2.81 	3.34 	3.28 	3.05 	: 	: 
ICCS0101,PER_PRSC,M,P_HTHAB,TR	: 	63.61 	55.68 	60.37 	56.91 	40.42 	40.62 	35.04 	36.90 	: 
ICCS0101,PER_PRSC,M,P_HTHAB,UKC-L	: 	1.67 	1.68 	1.57 	1.77 	1.78 	2.04 	2.06 	2.22 	2.42 
ICCS0101,PER_PRSC,M,P_HTHAB,UKM	1.56 	1.37 	1.31 	1.74 	1.94 	2.49 	2.27 	2.09 	2.18 	2.67 
ICCS0101,PER_PRSC,M,P_HTHAB,UKN	: 	1.10 	0.77 	1.00 	3.35 	2.80 	2.26 	3.29 	: 	: 
ICCS0101,PER_PRSC,T,NR,AL	98 	192 	165 	200 	210 	158 	158 	159 	169 	215 
ICCS0101,PER_PRSC,T,NR,AT	793 	793 	583 	489 	590 	664 	657 	711 	769 	571 
ICCS0101,PER_PRSC,T,NR,BA	95 	91 	100 	127 	97 	97 	112 	124 	131 	119 
ICCS0101,PER_PRSC,T,NR,BE	: 	: 	400 	531 	440 	409 	395 	312 	380 	389 
ICCS0101,PER_PRSC,T,NR,BG	: 	: 	107 	135 	105 	144 	124 	147 	138 	142 
ICCS0101,PER_PRSC,T,NR,CY	20 	6 	5 	9 	23 	12 	7 	25 	7 	4 
ICCS0101,PER_PRSC,T,NR,CZ	129 	165 	156 	167 	174 	186 	184 	189 	177 	177 
ICCS0101,PER_PRSC,T,NR,DE	: 	: 	721 	721 	659 	705 	697 	774 	: 	: 
ICCS0101,PER_PRSC,T,NR,DK	36 	31 	40 	30 	29 	41 	27 	37 	65 	42 
ICCS0101,PER_PRSC,T,NR,EE	38 	48 	54 	56 	51 	81 	76 	87 	93 	106 
ICCS0101,PER_PRSC,T,NR,FI	52 	57 	57 	77 	70 	71 	89 	79 	74 	99 
ICCS0101,PER_PRSC,T,NR,FR	2770 	2471 	2340 	2077 	2012 	2043 	2056 	: 	: 	: 
ICCS0101,PER_PRSC,T,NR,HR	142 	142 	: 	2 	0 	2 	1 	1 	0 	4 
ICCS0101,PER_PRSC,T,NR,HU	159 	178 	183 	224 	268 	226 	278 	246 	278 	145 
ICCS0101,PER_PRSC,T,NR,IE	: 	: 	: 	: 	: 	6 	19 	28 	24 	67 
ICCS0101,PER_PRSC,T,NR,IS	2 	1 	3 	1 	1 	1 	: 	: 	: 	1 
ICCS0101,PER_PRSC,T,NR,IT	: 	1473 	1524 	1734 	1497 	1422 	1676 	1713 	1797 	894 
ICCS0101,PER_PRSC,T,NR,LI	1 	0 	0 	0 	: 	0 	0 	2 	0 	1 
ICCS0101,PER_PRSC,T,NR,LT	194 	148 	130 	184 	180 	189 	226 	261 	268 	263 
ICCS0101,PER_PRSC,T,NR,LU	3 	2 	: 	: 	: 	: 	5 	11 	6 	13 
ICCS0101,PER_PRSC,T,NR,LV	102 	49 	88 	67 	82 	54 	34 	121 	102 	112 
ICCS0101,PER_PRSC,T,NR,ME	12 	15 	: 	: 	11 	17 	16 	19 	22 	13 
ICCS0101,PER_PRSC,T,NR,MK	: 	: 	: 	64 	65 	79 	71 	71 	81 	109 
ICCS0101,PER_PRSC,T,NR,MT	10 	4 	0 	5 	5 	5 	1 	: 	4 	: 
ICCS0101,PER_PRSC,T,NR,NL	1436 	1519 	1467 	1715 	1880 	: 	: 	: 	: 	: 
ICCS0101,PER_PRSC,T,NR,NO	27 	31 	30 	25 	26 	24 	30 	43 	18 	25 
ICCS0101,PER_PRSC,T,NR,PL	593 	254 	: 	: 	486 	: 	649 	: 	: 	: 
ICCS0101,PER_PRSC,T,NR,PT	90 	123 	152 	142 	164 	177 	179 	158 	208 	192 
ICCS0101,PER_PRSC,T,NR,RO	298 	: 	398 	384 	330 	288 	305 	425 	400 	413 
ICCS0101,PER_PRSC,T,NR,RS	240 	314 	288 	322 	381 	392 	267 	346 	208 	247 
ICCS0101,PER_PRSC,T,NR,SE	92 	120 	84 	95 	62 	75 	90 	92 	106 	93 
ICCS0101,PER_PRSC,T,NR,SI	: 	27 	32 	35 	20 	33 	24 	30 	7 	12 
ICCS0101,PER_PRSC,T,NR,SK	42 	53 	89 	88 	80 	101 	93 	89 	79 	94 
ICCS0101,PER_PRSC,T,NR,TR	: 	41608 	39030 	40958 	37667 	20941 	18952 	14829 	15301 	: 
ICCS0101,PER_PRSC,T,NR,UKC-L	: 	540 	547 	525 	572 	560 	621 	630 	654 	704 
ICCS0101,PER_PRSC,T,NR,UKM	44 	43 	36 	46 	57 	67 	68 	62 	62 	73 
ICCS0101,PER_PRSC,T,NR,UKN	: 	11 	7 	10 	31 	26 	22 	35 	: 	: 
ICCS0101,PER_PRSC,T,NR,XK	: 	89 	119 	91 	116 	: 	66 	: 	: 	: 
ICCS0101,PER_PRSC,T,P_HTHAB,AL	3.41 	6.68 	5.70 	6.91 	: 	: 	5.58 	: 	5.31 	6.78 
ICCS0101,PER_PRSC,T,P_HTHAB,AT	9.04 	9.11 	6.80 	5.75 	6.98 	7.90 	7.84 	8.51 	9.23 	6.87 
ICCS0101,PER_PRSC,T,P_HTHAB,BA	: 	: 	: 	: 	: 	2.53 	2.91 	3.23 	3.41 	3.10 
ICCS0101,PER_PRSC,T,P_HTHAB,BE	: 	: 	3.56 	4.75 	3.94 	3.69 	3.59 	2.88 	3.53 	3.65 
ICCS0101,PER_PRSC,T,P_HTHAB,BG	: 	: 	1.49 	1.86 	1.44 	1.97 	1.68 	1.98 	1.85 	1.89 
ICCS0101,PER_PRSC,T,P_HTHAB,CY	2.34 	0.71 	0.59 	1.05 	2.66 	1.39 	0.83 	3.05 	0.88 	0.52 
ICCS0101,PER_PRSC,T,P_HTHAB,CZ	1.22 	1.56 	1.48 	1.59 	1.65 	1.77 	1.75 	1.81 	1.70 	1.71 
ICCS0101,PER_PRSC,T,P_HTHAB,DE	: 	: 	0.89 	0.89 	0.82 	0.88 	0.87 	0.95 	: 	: 
ICCS0101,PER_PRSC,T,P_HTHAB,DK	0.63 	0.54 	0.71 	0.53 	0.52 	0.73 	0.49 	0.67 	1.18 	0.77 
ICCS0101,PER_PRSC,T,P_HTHAB,EE	2.89 	3.65 	4.11 	4.26 	3.86 	6.11 	5.72 	6.53 	6.96 	7.92 
ICCS0101,PER_PRSC,T,P_HTHAB,FI	0.94 	1.04 	1.04 	1.41 	1.29 	1.31 	1.66 	1.48 	1.39 	1.87 
ICCS0101,PER_PRSC,T,P_HTHAB,FR	4.15 	3.71 	3.52 	3.14 	3.07 	3.13 	3.16 	: 	: 	: 
ICCS0101,PER_PRSC,T,P_HTHAB,HR	3.42 	3.39 	: 	0.05 	0.00 	0.05 	0.02 	0.02 	0.00 	0.09 
ICCS0101,PER_PRSC,T,P_HTHAB,HU	1.62 	1.81 	1.86 	2.27 	2.70 	2.28 	2.78 	2.46 	2.77 	1.44 
ICCS0101,PER_PRSC,T,P_HTHAB,IE	: 	: 	: 	: 	: 	0.13 	0.42 	0.62 	0.53 	1.5 
ICCS0101,PER_PRSC,T,P_HTHAB,IS	0.59 	0.30 	0.91 	0.31 	0.31 	0.31 	: 	: 	: 	0.32 
ICCS0101,PER_PRSC,T,P_HTHAB,IT	: 	2.43 	2.51 	2.85 	2.51 	2.39 	2.82 	2.89 	3.05 	1.52 
ICCS0101,PER_PRSC,T,P_HTHAB,LI	2.64 	0.00 	0.00 	0.00 	: 	0.00 	0.00 	5.57 	0.00 	2.83 
ICCS0101,PER_PRSC,T,P_HTHAB,LT	6.81 	5.12 	4.45 	6.25 	6.06 	6.29 	7.40 	8.31 	8.42 	8.19 
ICCS0101,PER_PRSC,T,P_HTHAB,LU	0.51 	0.35 	: 	: 	: 	: 	0.98 	2.19 	1.22 	2.69 
ICCS0101,PER_PRSC,T,P_HTHAB,LV	5.23 	2.49 	4.43 	3.35 	4.05 	2.64 	1.64 	5.71 	4.72 	5.11 
ICCS0101,PER_PRSC,T,P_HTHAB,ME	1.93 	2.41 	: 	: 	1.77 	2.74 	2.58 	3.07 	3.56 	2.11 
ICCS0101,PER_PRSC,T,P_HTHAB,MK	: 	: 	: 	3.10 	3.15 	3.84 	3.45 	3.46 	3.95 	5.33 
ICCS0101,PER_PRSC,T,P_HTHAB,MT	2.17 	0.89 	0.00 	1.16 	1.19 	1.20 	0.24 	: 	0.97 	: 
ICCS0101,PER_PRSC,T,P_HTHAB,NL	8.41 	8.95 	8.68 	10.19 	11.20 	: 	: 	: 	: 	: 
ICCS0101,PER_PRSC,T,P_HTHAB,NO	0.51 	0.59 	0.58 	0.49 	0.51 	0.48 	0.61 	0.89 	0.38 	0.53 
ICCS0101,PER_PRSC,T,P_HTHAB,PL	1.56 	0.67 	: 	: 	1.28 	: 	1.71 	: 	: 	: 
ICCS0101,PER_PRSC,T,P_HTHAB,PT	0.87 	1.19 	1.47 	1.36 	1.56 	1.68 	1.69 	1.49 	1.97 	1.82 
ICCS0101,PER_PRSC,T,P_HTHAB,RO	1.52 	: 	2.00 	1.93 	1.65 	1.43 	1.42 	1.98 	1.96 	2.00 
ICCS0101,PER_PRSC,T,P_HTHAB,RS	3.41 	4.44 	4.05 	4.51 	5.31 	5.43 	3.68 	4.74 	2.84 	3.35 
